feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB0084,2026-06-04,portion size is too small,Complaint,portion size is too small,Negative,0.999,0.999,"[""Portion Size"", ""Small""]","[""portion size"", ""small""]",Frustration,"[{""aspect"": ""Portion Size"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0256,2026-06-04,"mobile data works better than college wifi, but honestly classroom AC is broken again.",Complaint,"mobile data works better than college wifi, but honestly classroom AC is broken again.",Negative,0.9977,0.9977,"[""Than College Wifi"", ""Honestly Classroom Ac""]","[""than college wifi"", ""honestly classroom ac"", ""mobile data"", ""broken again""]",Frustration,"[{""aspect"": ""Mobile Data"", ""sentiment"": ""Positive""}, {""aspect"": ""Honestly Classroom"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0563,2026-06-04,canteen samosa is actually good tbh,Student Portal,canteen samosa is actually good tbh,Positive,0.9975,0.9975,"[""Canteen Samosa""]","[""canteen samosa""]",Satisfaction,"[{""aspect"": ""Canteen Samosa"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0592,2026-06-04,"timings should be extended is great, although lab is well maintained. lol...",Course Feedback,"timings should be extended is great, although lab is well maintained. lol...",Positive,0.9937,0.9937,"[""Maintained"", ""Extended""]","[""maintained"", ""extended"", ""timings"", ""lab""]",Satisfaction,"[{""aspect"": ""Timings Should"", ""sentiment"": ""Positive""}, {""aspect"": ""Lab Well"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1049,2026-06-04,wifi in block B barely works,Course Feedback,wifi in block B barely works,Negative,0.9997,0.9997,"[""Block"", ""Wifi""]","[""block barely"", ""wifi""]",Frustration,"[{""aspect"": ""Wifi Block"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB1077,2026-06-04,washrooms need better maintenance,Complaint,washrooms need better maintenance,Negative,0.9985,0.9985,"[""Washrooms""]","[""washrooms"", ""maintenance""]",Frustration,"[{""aspect"": ""Washrooms"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'washroom' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB1101,2026-06-04,good study environment,Survey,good study environment,Positive,0.9999,0.9999,"[""Study Environment""]","[""study environment""]",Satisfaction,"[{""aspect"": ""Study Environment"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0107,2026-06-05,teaching quality is actually great,WhatsApp Feedback,teaching quality is actually great,Positive,0.9999,0.9999,"[""Teaching Quality""]","[""teaching quality""]",Satisfaction,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0481,2026-06-05,books are pretty useful imo,Suggestion Box,books are pretty useful imo,Positive,0.9959,0.9959,"[""Pretty Useful"", ""Books""]","[""pretty useful"", ""books""]",Satisfaction,"[{""aspect"": ""Books Pretty"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0500,2026-06-05,teaching quality is actually great yaar,WhatsApp Feedback,teaching quality is actually great yaar,Positive,0.9995,0.9995,"[""Teaching Quality""]","[""teaching quality""]",Satisfaction,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0828,2026-06-05,could be better,Suggestion Box,could be better,Negative,0.9944,0.9944,[],[],Frustration,[],MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0922,2026-06-05,not enough healthy options,Suggestion Box,not enough healthy options,Negative,0.9994,0.9994,"[""Healthy Options""]","[""healthy options""]",Frustration,"[{""aspect"": ""Healthy Options"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0970,2026-06-05,too many last minute changes,Course Feedback,too many last minute changes,Negative,0.998,0.998,"[""Last Minute Changes""]","[""last minute changes""]",Frustration,"[{""aspect"": ""Last Minute Changes"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,SMALL_GROUP,Plural or group-oriented language indicates impact beyond one individual.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
